"INDIVIDUAL_ID","MONTANDONI","VULGARIS","MARKER","SPECIES","CLEAR","HYBRID_ZONE"
"3076",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"3077",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"3765",1,0,"inferred","montandoni",TRUE,"montandoni_vulgaris"
"6000",1.00004000160006e-05,0.999989999599984,"> 20000 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6003",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6007",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6010",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6011",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6018",1.00004000160006e-05,0.999989999599984,"> 20000 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6019",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6020",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6021",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6022",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6023",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6024",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6025",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6026",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6027",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6028",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6029",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6030",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6031",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6032",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6033",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6034",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6035",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6036",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6037",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6039",1.00004000160006e-05,0.999989999599984,"> 20000 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6040",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6041",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6042",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6043",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6045",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6046",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6047",1.00004000160006e-05,0.999989999599984,"> 20000 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6048",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6049",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6050",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6051",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6052",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6070",1.00004000160006e-05,0.999989999599984,"> 20000 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6071",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6072",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6073",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6074",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6075",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6076",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6077",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6078",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6079",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6080",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6081",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6082",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6083",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6084",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6085",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6086",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6087",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6088",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6089",1.00004000160006e-05,0.999989999599984,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6227",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6246",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6247",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6248",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6249",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6272",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6273",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6282",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6283",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6284",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6285",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6286",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6287",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6288",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6289",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6290",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6291",0,1,"inferred","vulgaris",TRUE,"montandoni_vulgaris"
"6633",0.994087,0.00591299999999995,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6634",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6731",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6732",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6733",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6734",0.011072,0.988928,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6735",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6736",0.990806,0.00919400000000004,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6737",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6738",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6739",0.004548,0.995452,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6740",0.006954,0.993046,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6741",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6742",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6743",0.986842,0.013158,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6744",0.995416,0.00458400000000003,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6745",0.994159,0.00584099999999999,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6746",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6747",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6748",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6749",0.991845,0.00815500000000002,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6750",0.997009,0.00299099999999997,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6751",0.994652,0.00534800000000002,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6752",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6753",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6754",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6766",0.016457,0.983543,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6767",0.012727,0.987273,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6770",0.038099,0.961901,"2849 SNP","vulgaris",FALSE,"montandoni_vulgaris"
"6771",0.004778,0.995222,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6773",0.028485,0.971515,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6777",0.9887,0.0113,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6778",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6779",0.022261,0.977739,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6780",0.004339,0.995661,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6781",0.008089,0.991911,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6782",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6783",0.015118,0.984882,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6784",0.007076,0.992924,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6785",0.025722,0.974278,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6786",0.010851,0.989149,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6787",0.008087,0.991913,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6788",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6789",0.001582,0.998418,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6791",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6792",0.001755,0.998245,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6794",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6796",0.005938,0.994062,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6797",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6798",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6800",0.012493,0.987507,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6801",0.004589,0.995411,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6803",0.00642,0.99358,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6804",0.007219,0.992781,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6805",0.006741,0.993259,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6806",0.007343,0.992657,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6807",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6809",0.995174,0.004826,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6810",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6811",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6813",0.028172,0.971828,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6814",0.001944,0.998056,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6816",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6817",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6818",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6819",0.015188,0.984812,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6820",0.005938,0.994062,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6822",0.012495,0.987505,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6823",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6826",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6828",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6830",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6839",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6840",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6841",0.377108,0.622892,"2849 SNP","vulgaris",FALSE,"montandoni_vulgaris"
"6842",0.019519,0.980481,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6843",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6844",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6845",0.997579,0.00242100000000001,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6847",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6849",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6853",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6854",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6855",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6856",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6858",0.998094,0.00190599999999996,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6859",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6860",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6861",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6863",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6864",0.998109,0.00189099999999998,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6865",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6866",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6867",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6868",0.972443,0.0275570000000001,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6869",0.995168,0.00483199999999995,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6870",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6871",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6873",0.979176,0.020824,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6875",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6876",0.998333,0.00166699999999997,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6877",0.985773,0.014227,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6878",0.986901,0.013099,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6882",0.00927,0.99073,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6883",0.008668,0.991332,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6884",0.996602,0.00339800000000001,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6885",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6886",0.996736,0.00326400000000004,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6887",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6888",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6889",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6890",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6891",0.976466,0.0235340000000001,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6892",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6893",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6894",0.969278,0.030722,"2849 SNP","montandoni",FALSE,"montandoni_vulgaris"
"6895",0.99682,0.00317999999999996,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6896",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6897",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6900",0.996745,0.00325500000000001,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6901",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6902",0.999895,0.000105000000000022,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6903",0.991915,0.00808500000000001,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6904",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6905",0.997883,0.00211700000000004,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6906",0.997121,0.00287899999999996,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6907",0.997355,0.00264500000000001,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6908",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6909",0.998015,0.00198500000000001,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6910",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6911",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6912",0.997881,0.00211899999999998,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6913",0.998495,0.00150499999999998,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6914",0.974567,0.025433,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6915",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6916",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6917",0.006151,0.993849,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6918",0.997612,0.00238799999999995,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6919",0.013493,0.986507,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6920",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6921",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6922",0.025409,0.974591,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6923",0.007408,0.992592,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6924",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6925",0.001508,0.998492,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6926",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6927",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6928",0.994357,0.00564299999999995,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6929",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6930",0.995644,0.00435600000000003,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6931",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6933",0.997685,0.00231499999999996,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6934",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6935",0.997251,0.002749,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6936",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6937",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6938",0.995858,0.00414199999999998,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6939",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6940",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6941",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6942",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6943",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6944",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6951",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6952",0.00172,0.99828,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6953",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6954",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6965",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6966",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6967",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6968",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6969",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6970",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6971",1e-05,0.99999,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6978",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6981",0.989644,0.010356,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6986",0.984485,0.0155149999999999,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6987",0.986681,0.013319,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6988",0.987146,0.012854,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6991",0.019253,0.980747,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6992",0.312737,0.687263,"2849 SNP","vulgaris",FALSE,"montandoni_vulgaris"
"6993",0.309449,0.690551,"2849 SNP","vulgaris",FALSE,"montandoni_vulgaris"
"6994",0.038993,0.961007,"2849 SNP","vulgaris",FALSE,"montandoni_vulgaris"
"6995",0.0018,0.9982,"2849 SNP","vulgaris",TRUE,"montandoni_vulgaris"
"6996",0.788399,0.211601,"2849 SNP","montandoni",FALSE,"montandoni_vulgaris"
"6998",0.990577,0.00942299999999996,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"6999",0.983641,0.016359,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7002",0.95667,0.04333,"2849 SNP","montandoni",FALSE,"montandoni_vulgaris"
"7003",0.963257,0.036743,"2849 SNP","montandoni",FALSE,"montandoni_vulgaris"
"7006",0.997097,0.00290299999999999,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7007",0.994622,0.00537799999999999,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7008",0.978104,0.021896,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7009",0.991755,0.00824499999999995,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7011",0.979497,0.020503,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7012",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7013",0.992126,0.00787400000000005,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7014",0.997804,0.00219599999999998,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7015",0.980802,0.019198,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7016",0.983417,0.016583,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7019",0.984423,0.015577,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7020",0.99999,9.99999999995449e-06,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7022",0.97022,0.02978,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7023",0.974054,0.025946,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7024",0.991954,0.008046,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7026",0.995009,0.00499099999999997,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7027",0.997269,0.00273100000000004,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7028",0.987263,0.012737,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7030",0.970627,0.029373,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7031",0.988181,0.011819,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7032",0.998282,0.001718,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7034",0.989662,0.010338,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7036",0.997645,0.002355,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
"7037",0.973748,0.0262520000000001,"2849 SNP","montandoni",TRUE,"montandoni_vulgaris"
