"HYBRID_ZONE","CLASS","XS","YS","INTERVAL_TYPE","MIN_YS","MAX_YS","ALPHA","BETA"
"astreptophora_helvetica","I","0",0,"95","0","0",-0.121554926017178,-1
"astreptophora_helvetica","I","0",0,"LL","0","0",-0.121554926017178,-1
"astreptophora_helvetica","I","0.01",0.0269972124648599,"95","-0.00313182952414182","0.0571306584758582",-0.121554926017178,-1
"astreptophora_helvetica","I","0.01",0.0269972124648599,"LL","0.01047499804","0.03499452604",-0.121554926017178,-1
"astreptophora_helvetica","I","0.02",0.0528670469001266,"95","-0.00597045699170251","0.111712647008297",-0.121554926017178,-1
"astreptophora_helvetica","I","0.02",0.0528670469001266,"LL","0.02049508816","0.06870011216",-0.121554926017178,-1
"astreptophora_helvetica","I","0.03",0.0776335033058002,"95","-0.00851673686914875","0.163794839130851",-0.121554926017178,-1
"astreptophora_helvetica","I","0.03",0.0776335033058002,"LL","0.03007390236","0.10114075836",-0.121554926017178,-1
"astreptophora_helvetica","I","0.04",0.101320581681881,"95","-0.0107715236229472","0.213426108377053",-0.121554926017178,-1
"astreptophora_helvetica","I","0.04",0.101320581681881,"LL","0.03922507264","0.13234046464",-0.121554926017178,-1
"astreptophora_helvetica","I","0.05",0.123952282028368,"95","-0.0127356717195646","0.260655328280435",-0.121554926017178,-1
"astreptophora_helvetica","I","0.05",0.123952282028368,"LL","0.047962231","0.162323231",-0.121554926017178,-1
"astreptophora_helvetica","I","0.06",0.145552604345262,"95","-0.0144100356254676","0.305531372374532",-0.121554926017178,-1
"astreptophora_helvetica","I","0.06",0.145552604345262,"LL","0.05629900944","0.19111305744",-0.121554926017178,-1
"astreptophora_helvetica","I","0.07",0.166145548632563,"95","-0.0157954698071229","0.348103114192877",-0.121554926017178,-1
"astreptophora_helvetica","I","0.07",0.166145548632563,"LL","0.06424903996","0.21873394396",-0.121554926017178,-1
"astreptophora_helvetica","I","0.08",0.185755114890271,"95","-0.0168928287309972","0.388419427269003",-0.121554926017178,-1
"astreptophora_helvetica","I","0.08",0.185755114890271,"LL","0.07182595456","0.24520989056",-0.121554926017178,-1
"astreptophora_helvetica","I","0.09",0.204405303118386,"95","-0.0177029668635571","0.426529185136443",-0.121554926017178,-1
"astreptophora_helvetica","I","0.09",0.204405303118386,"LL","0.07904338524","0.27056489724",-0.121554926017178,-1
"astreptophora_helvetica","I","0.1",0.222120113316908,"95","-0.0182267386712693","0.462481261328731",-0.121554926017178,-1
"astreptophora_helvetica","I","0.1",0.222120113316908,"LL","0.085914964","0.294822964",-0.121554926017178,-1
"astreptophora_helvetica","I","0.11",0.238923545485837,"95","-0.0184649986206005","0.4963245293794",-0.121554926017178,-1
"astreptophora_helvetica","I","0.11",0.238923545485837,"LL","0.09245432284","0.31800809084",-0.121554926017178,-1
"astreptophora_helvetica","I","0.12",0.254839599625172,"95","-0.0184186011780174","0.528107862821983",-0.121554926017178,-1
"astreptophora_helvetica","I","0.12",0.254839599625172,"LL","0.09867509376","0.34014427776",-0.121554926017178,-1
"astreptophora_helvetica","I","0.13",0.269892275734914,"95","-0.0180884008099867","0.557880135190013",-0.121554926017178,-1
"astreptophora_helvetica","I","0.13",0.269892275734914,"LL","0.10459090876","0.36125552476",-0.121554926017178,-1
"astreptophora_helvetica","I","0.14",0.284105573815064,"95","-0.0174752519829751","0.585690220017025",-0.121554926017178,-1
"astreptophora_helvetica","I","0.14",0.284105573815064,"LL","0.11021539984","0.38136583184",-0.121554926017178,-1
"astreptophora_helvetica","I","0.15",0.29750349386562,"95","-0.0165800091634491","0.611586990836551",-0.121554926017178,-1
"astreptophora_helvetica","I","0.15",0.29750349386562,"LL","0.115562199","0.400499199",-0.121554926017178,-1
"astreptophora_helvetica","I","0.16",0.310110035886583,"95","-0.0154035268178756","0.635619321182124",-0.121554926017178,-1
"astreptophora_helvetica","I","0.16",0.310110035886583,"LL","0.12064493824","0.41867962624",-0.121554926017178,-1
"astreptophora_helvetica","I","0.17",0.321949199877952,"95","-0.0139466594127212","0.657836084587279",-0.121554926017178,-1
"astreptophora_helvetica","I","0.17",0.321949199877952,"LL","0.12547724956","0.43593111356",-0.121554926017178,-1
"astreptophora_helvetica","I","0.18",0.333044985839729,"95","-0.0122102614144526","0.678286154585548",-0.121554926017178,-1
"astreptophora_helvetica","I","0.18",0.333044985839729,"LL","0.13007276496","0.45227766096",-0.121554926017178,-1
"astreptophora_helvetica","I","0.19",0.343421393771913,"95","-0.0101951872895364","0.697018404710464",-0.121554926017178,-1
"astreptophora_helvetica","I","0.19",0.343421393771913,"LL","0.13444511644","0.46774326844",-0.121554926017178,-1
"astreptophora_helvetica","I","0.2",0.353102423674503,"95","-0.00790229150443938","0.714081708495561",-0.121554926017178,-1
"astreptophora_helvetica","I","0.2",0.353102423674503,"LL","0.138607936","0.482351936",-0.121554926017178,-1
"astreptophora_helvetica","I","0.21",0.3621120755475,"95","-0.00533242852562812","0.729524939474372",-0.121554926017178,-1
"astreptophora_helvetica","I","0.21",0.3621120755475,"LL","0.14257485564","0.49612766364",-0.121554926017178,-1
"astreptophora_helvetica","I","0.22",0.370474349390905,"95","-0.00248645281956944","0.743396971180431",-0.121554926017178,-1
"astreptophora_helvetica","I","0.22",0.370474349390905,"LL","0.14635950736","0.50909445136",-0.121554926017178,-1
"astreptophora_helvetica","I","0.23",0.378213245204716,"95","0.000634781147270141","0.75574667714727",-0.121554926017178,-1
"astreptophora_helvetica","I","0.23",0.378213245204716,"LL","0.14997552316","0.52127629916",-0.121554926017178,-1
