"HYBRID_ZONE","CLASS","XS","YS","INTERVAL_TYPE","MIN_YS","MAX_YS","ALPHA","BETA"
"bombina_variegata","I","0",0,"95","0","0",0.0902849811685199,-1
"bombina_variegata","I","0",0,"LL","0","0",0.0902849811685199,-1
"bombina_variegata","I","0.01",0.0311916426271367,"95","0.00280249471647077","0.0595881027164708",0.0902849811685199,-1
"bombina_variegata","I","0.01",0.0311916426271367,"LL","0.019497614104","0.039621938104",0.0902849811685199,-1
"bombina_variegata","I","0.02",0.061171171261806,"95","0.00575097729800983","0.11660544129801",0.0902849811685199,-1
"bombina_variegata","I","0.02",0.061171171261806,"LL","0.038161261216","0.077861453216",0.0902849811685199,-1
"bombina_variegata","I","0.03",0.0899625859040079,"95","0.00884542987570108","0.171100045875701",0.0902849811685199,-1
"bombina_variegata","I","0.03",0.0899625859040079,"LL","0.056010597336","0.114742545336",0.0902849811685199,-1
"bombina_variegata","I","0.04",0.117589886553742,"95","0.0120858345806284","0.223119946580628",0.0902849811685199,-1
"bombina_variegata","I","0.04",0.117589886553742,"LL","0.073065278464","0.150289214464",0.0902849811685199,-1
"bombina_variegata","I","0.05",0.144077073211009,"95","0.0154721735438756","0.272713173543876",0.0902849811685199,-1
"bombina_variegata","I","0.05",0.144077073211009,"LL","0.0893449606","0.1845254606",0.0902849811685199,-1
"bombina_variegata","I","0.06",0.169448145875809,"95","0.0190044288965268","0.319927756896527",0.0902849811685199,-1
"bombina_variegata","I","0.06",0.169448145875809,"LL","0.104869299744","0.217475283744",0.0902849811685199,-1
"bombina_variegata","I","0.07",0.193727104548141,"95","0.0226825827696656","0.364811726769666",0.0902849811685199,-1
"bombina_variegata","I","0.07",0.193727104548141,"LL","0.119657951896","0.249162683896",0.0902849811685199,-1
"bombina_variegata","I","0.08",0.216937949228006,"95","0.0265066172943761","0.407413113294376",0.0902849811685199,-1
"bombina_variegata","I","0.08",0.216937949228006,"LL","0.133730573056","0.279611661056",0.0902849811685199,-1
"bombina_variegata","I","0.09",0.239104679915404,"95","0.030476514601742","0.447779946601742",0.0902849811685199,-1
"bombina_variegata","I","0.09",0.239104679915404,"LL","0.147106819224","0.308846215224",0.0902849811685199,-1
"bombina_variegata","I","0.1",0.260251296610334,"95","0.0345922568228474","0.485960256822847",0.0902849811685199,-1
"bombina_variegata","I","0.1",0.260251296610334,"LL","0.1598063464","0.3368903464",0.0902849811685199,-1
"bombina_variegata","I","0.11",0.280401799312796,"95","0.0388538260887761","0.522002074088776",0.0902849811685199,-1
"bombina_variegata","I","0.11",0.280401799312796,"LL","0.171848810584","0.363768054584",0.0902849811685199,-1
"bombina_variegata","I","0.12",0.299580188022791,"95","0.0432612045306119","0.555953428530612",0.0902849811685199,-1
"bombina_variegata","I","0.12",0.299580188022791,"LL","0.183253867776","0.389503339776",0.0902849811685199,-1
"bombina_variegata","I","0.13",0.317810462740319,"95","0.0478143742794389","0.587862350279439",0.0902849811685199,-1
"bombina_variegata","I","0.13",0.317810462740319,"LL","0.194041173976","0.414120201976",0.0902849811685199,-1
"bombina_variegata","I","0.14",0.33511662346538,"95","0.0525133174663408","0.617776869466341",0.0902849811685199,-1
"bombina_variegata","I","0.14",0.33511662346538,"LL","0.204230385184","0.437642641184",0.0902849811685199,-1
"bombina_variegata","I","0.15",0.351522670197973,"95","0.0573580162224015","0.645745016222401",0.0902849811685199,-1
"bombina_variegata","I","0.15",0.351522670197973,"LL","0.2138411574","0.4600946574",0.0902849811685199,-1
"bombina_variegata","I","0.16",0.367052602938098,"95","0.062348452678705","0.671814820678705",0.0902849811685199,-1
"bombina_variegata","I","0.16",0.367052602938098,"LL","0.222893146624","0.481500250624",0.0902849811685199,-1
"bombina_variegata","I","0.17",0.381730421685756,"95","0.0674846089663351","0.696034312966335",0.0902849811685199,-1
"bombina_variegata","I","0.17",0.381730421685756,"LL","0.231406008856","0.501883420856",0.0902849811685199,-1
"bombina_variegata","I","0.18",0.395580126440947,"95","0.0727664672163757","0.718451523216376",0.0902849811685199,-1
"bombina_variegata","I","0.18",0.395580126440947,"LL","0.239399400096","0.521268168096",0.0902849811685199,-1
"bombina_variegata","I","0.19",0.40862571720367,"95","0.0781940095599107","0.739114481559911",0.0902849811685199,-1
"bombina_variegata","I","0.19",0.40862571720367,"LL","0.246892976344","0.539678492344",0.0902849811685199,-1
"bombina_variegata","I","0.2",0.420891193973926,"95","0.083767218128024","0.758071218128024",0.0902849811685199,-1
"bombina_variegata","I","0.2",0.420891193973926,"LL","0.2539063936","0.5571383936",0.0902849811685199,-1
"bombina_variegata","I","0.21",0.432400556751715,"95","0.0894860750517995","0.775369763051799",0.0902849811685199,-1
"bombina_variegata","I","0.21",0.432400556751715,"LL","0.260459307864","0.573671871864",0.0902849811685199,-1
"bombina_variegata","I","0.22",0.443177805537036,"95","0.0953505624623211","0.791058146462321",0.0902849811685199,-1
"bombina_variegata","I","0.22",0.443177805537036,"LL","0.266571375136","0.589302927136",0.0902849811685199,-1
"bombina_variegata","I","0.23",0.45324694032989,"95","0.101360662490673","0.805184398490673",0.0902849811685199,-1
"bombina_variegata","I","0.23",0.45324694032989,"LL","0.272262251416","0.604055559416",0.0902849811685199,-1
"bombina_variegata","I","0.24",0.462631961130276,"95","0.107516357267938","0.817796549267938",0.0902849811685199,-1
"bombina_variegata","I","0.24",0.462631961130276,"LL","0.277551592704","0.617953768704",0.0902849811685199,-1
"bombina_variegata","I","0.25",0.471356867938195,"95","0.113817628925201","0.828942628925201",0.0902849811685199,-1
