"HYBRID_ZONE","CLASS","VALUE","UPPER_95","LOWER_95","PARAMETERS","SE","N","LL","UPPER_2LL","LOWER_2LL"
"colchica_fragilis","I",0.067716158312278,0.0800243835325891,0.0554079330919668,"SD",0.00627970674505673,290,-21.0692922181846,0.08,0.058
"colchica_fragilis","I",0.329481756983996,0.467886041654725,0.191077472313266,"ALPHA",0.0706144309544538,290,-21.0692922181846,0.46048176,0.19848176
"colchica_fragilis","I",-1,-0.694258593348492,-1.30574140665151,"BETA",0.155990513597708,290,-21.0692922181846,-0.95,-1
"colchica_fragilis","II",0.0394113880001486,0.0464357812776932,0.032386994722604,"SD",0.00358387412119622,304,60.2298063816238,0.046,0.034
"colchica_fragilis","II",0.10591676726184,0.210982962062591,0.000850572461089216,"ALPHA",0.0536052014289545,304,60.2298063816238,0.2043512,0.0073512
"colchica_fragilis","II",-1,-0.768038428992687,-1.23196157100731,"BETA",0.118347740309853,304,60.2298063816238,-0.964,-1
