"HYBRID_ZONE","LOCALITY","DISTANCE","H_INDEX_I","nSamples_H_I","H_INDEX_II","nSamples_H_II","Q_INDEX_I","nSamples_Q_I","Q_INDEX_II","nSamples_Q_II","genomic","nSamples_genomic"
"helvetica_natrixHN3","Balaton-Balatonszepezd",2046.1,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"helvetica_natrixHN3","Balaton-Tihany",2072.1,NA,NA,NA,NA,NA,NA,NA,NA,100,4
"helvetica_natrixHN2","Basel-Landschaft-Binningen",1042.1,NA,NA,NA,NA,NA,NA,NA,NA,2.29502487562189,2
"helvetica_natrixHN2","Basel-Landschaft-Liestal",1053.5,NA,NA,NA,NA,NA,NA,NA,NA,0.699700299700299,2
"helvetica_natrixHN2","Basel-Landschaft-Pratteln",1053.4,NA,NA,NA,NA,NA,NA,NA,NA,0.35,2
"helvetica_natrixHN2","Bavaria-Altmühltal-NE-Biberbach",1545.4,NA,NA,NA,NA,NA,NA,NA,NA,99.4,1
"helvetica_natrixHN2","Bavaria-Burgwalden",1416.6,NA,NA,NA,NA,NA,NA,NA,NA,91.25,2
"helvetica_natrixHN2","Bavaria-Gerhardshofen",1510.7,NA,NA,NA,NA,NA,NA,NA,NA,98.7,1
"helvetica_natrixHN2","Bavaria-Lechstaustufe-19-S-Schwabstadl",1418,NA,NA,NA,NA,NA,NA,NA,NA,99.4,3
"helvetica_natrixHN2","Bavaria-Lechstaustufe-21-near-Prittriching",1426.4,NA,NA,NA,NA,NA,NA,NA,NA,99.4,1
"helvetica_natrixHN2","Bavaria-Lindau",1259.2,NA,NA,NA,NA,NA,NA,NA,NA,73.5,6
"helvetica_natrixHN2","Bavaria-Neunhof",1543,NA,NA,NA,NA,NA,NA,NA,NA,99.4,5
"helvetica_natrixHN2","Bavaria-Neustadt-ad-Aisch",1483.5,NA,NA,NA,NA,NA,NA,NA,NA,98.95,2
"helvetica_natrixHN2","Bavaria-Nuremberg-Rüblander-Ufer",1549.1,NA,NA,NA,NA,NA,NA,NA,NA,99.3,1
"helvetica_natrixHN2","Bavaria-Scheinfeld",1494.2,NA,NA,NA,NA,NA,NA,NA,NA,93.95,2
"helvetica_natrixHN2","Bavaria-Worzeldorf",1534.3,NA,NA,NA,NA,NA,NA,NA,NA,99.3,1
"helvetica_natrixHN2","Bavaria-near-Burgbernheim-west-of-Hirschteich",1458.7,NA,NA,NA,NA,NA,NA,NA,NA,99.2,1
"astreptophora_helveticaAH","Bern-Bern-Airport",2134.7,NA,NA,NA,NA,NA,NA,NA,NA,99.8215173833257,14
"astreptophora_helveticaAH","Bern-Mühleberg",2122.1,NA,NA,NA,NA,NA,NA,NA,NA,98.9103516592373,2
