SP1,SP2,DISTANCE
ruber,astreptophora,588.8562
ruber,helvetica,588.8562
ruber,natrix,588.8562
ruber,colchica,588.8563
ruber,fragilis,588.8563
ruber,orbicularis,563.4293
ruber,trinacris,563.4293
ruber,varius,2.2
ruber,ruber,0
ruber,nuchalis,0.6
ruber,salar,898.1456
ruber,trutta,898.1456
ruber,senegalensis,898.1456
ruber,aegyptiaca,898.1456
nuchalis,bombina,692.2998
nuchalis,variegata,692.2998
nuchalis,marmoratus,692.2996
nuchalis,pygmaeus,692.2996
nuchalis,ivanbureschi,692.2996
nuchalis,anatolicus,692.2996
nuchalis,macedonicus,692.2996
nuchalis,cristatus,692.2996
nuchalis,montandoni,692.299601
nuchalis,vulgaris,692.299601
nuchalis,glareolus,633.2801
nuchalis,rutilus,633.2801
nuchalis,bocagei,588.8566
nuchalis,guadarramae,588.8566
nuchalis,virescens,588.8566
nuchalis,hispanicus,588.8566
nuchalis,vaucheri,588.8566
nuchalis,carbonelli,588.8566
nuchalis,liolepis,588.8566
nuchalis,astreptophora,588.8562
nuchalis,helvetica,588.8562
nuchalis,natrix,588.8562
nuchalis,colchica,588.8563
nuchalis,fragilis,588.8563
nuchalis,orbicularis,563.4293
nuchalis,trinacris,563.4293
nuchalis,varius,2.2
nuchalis,ruber,0.6
nuchalis,nuchalis,0
nuchalis,salar,898.1456
nuchalis,trutta,898.1456
nuchalis,senegalensis,898.1456
nuchalis,aegyptiaca,898.1456
salar,bombina,898.1456
salar,variegata,898.1456
salar,marmoratus,898.1454
salar,pygmaeus,898.1454
salar,ivanbureschi,898.1454
salar,anatolicus,898.1454
salar,macedonicus,898.1454
salar,cristatus,898.1454
salar,montandoni,898.145401
salar,vulgaris,898.145401
salar,glareolus,898.1455
salar,rutilus,898.1455
salar,bocagei,898.1456
salar,guadarramae,898.1456
salar,virescens,898.1456
salar,hispanicus,898.1456
salar,vaucheri,898.1456
salar,carbonelli,898.1456
salar,liolepis,898.1456
salar,astreptophora,898.1452
salar,helvetica,898.1452
salar,natrix,898.1452
salar,colchica,898.1453
salar,fragilis,898.1453
salar,orbicularis,898.1453
salar,trinacris,898.1453
salar,varius,898.1456
salar,ruber,898.1456
salar,nuchalis,898.1456
salar,salar,0
salar,trutta,16.6
salar,senegalensis,332
salar,aegyptiaca,332
trutta,bombina,898.1456
trutta,variegata,898.1456
trutta,marmoratus,898.1454
trutta,pygmaeus,898.1454
trutta,ivanbureschi,898.1454
trutta,anatolicus,898.1454
trutta,macedonicus,898.1454
trutta,cristatus,898.1454
trutta,montandoni,898.145401
trutta,vulgaris,898.145401
trutta,glareolus,898.1455
trutta,rutilus,898.1455
trutta,bocagei,898.1456
trutta,guadarramae,898.1456
trutta,virescens,898.1456
trutta,hispanicus,898.1456
trutta,vaucheri,898.1456
trutta,carbonelli,898.1456
trutta,liolepis,898.1456
trutta,astreptophora,898.1452
trutta,helvetica,898.1452
trutta,natrix,898.1452
trutta,colchica,898.1453
trutta,fragilis,898.1453
trutta,orbicularis,898.1453
trutta,trinacris,898.1453
trutta,varius,898.1456
trutta,ruber,898.1456
trutta,nuchalis,898.1456
trutta,salar,16.6
trutta,trutta,0
trutta,senegalensis,332
trutta,aegyptiaca,332
senegalensis,bombina,898.1456
senegalensis,variegata,898.1456
senegalensis,marmoratus,898.1454
senegalensis,pygmaeus,898.1454
senegalensis,ivanbureschi,898.1454
senegalensis,anatolicus,898.1454
senegalensis,macedonicus,898.1454
senegalensis,cristatus,898.1454
senegalensis,montandoni,898.145401
senegalensis,vulgaris,898.145401
senegalensis,glareolus,898.1455
senegalensis,rutilus,898.1455
senegalensis,bocagei,898.1456
senegalensis,guadarramae,898.1456
senegalensis,virescens,898.1456
senegalensis,hispanicus,898.1456
senegalensis,vaucheri,898.1456
senegalensis,carbonelli,898.1456
senegalensis,liolepis,898.1456
senegalensis,astreptophora,898.1452
senegalensis,helvetica,898.1452
senegalensis,natrix,898.1452
senegalensis,colchica,898.1453
senegalensis,fragilis,898.1453
senegalensis,orbicularis,898.1453
senegalensis,trinacris,898.1453
senegalensis,varius,898.1456
senegalensis,ruber,898.1456
senegalensis,nuchalis,898.1456
senegalensis,salar,332
senegalensis,trutta,332
senegalensis,senegalensis,0
senegalensis,aegyptiaca,19.2
aegyptiaca,bombina,898.1456
aegyptiaca,variegata,898.1456
aegyptiaca,marmoratus,898.1454
aegyptiaca,pygmaeus,898.1454
aegyptiaca,ivanbureschi,898.1454
aegyptiaca,anatolicus,898.1454
aegyptiaca,macedonicus,898.1454
aegyptiaca,cristatus,898.1454
aegyptiaca,montandoni,898.145401
aegyptiaca,vulgaris,898.145401
aegyptiaca,glareolus,898.1455
aegyptiaca,rutilus,898.1455
aegyptiaca,bocagei,898.1456
aegyptiaca,guadarramae,898.1456
aegyptiaca,virescens,898.1456
aegyptiaca,hispanicus,898.1456
aegyptiaca,vaucheri,898.1456
aegyptiaca,carbonelli,898.1456
aegyptiaca,liolepis,898.1456
aegyptiaca,astreptophora,898.1452
aegyptiaca,helvetica,898.1452
aegyptiaca,natrix,898.1452
aegyptiaca,colchica,898.1453
aegyptiaca,fragilis,898.1453
aegyptiaca,orbicularis,898.1453
aegyptiaca,trinacris,898.1453
aegyptiaca,varius,898.1456
aegyptiaca,ruber,898.1456
aegyptiaca,nuchalis,898.1456
aegyptiaca,salar,332
aegyptiaca,trutta,332
aegyptiaca,senegalensis,19.2
aegyptiaca,aegyptiaca,0
