"HYBRID_ZONE","LOCALITY","DISTANCE","H_INDEX_I","nSamples_H_I","H_INDEX_II","nSamples_H_II","Q_INDEX_I","nSamples_Q_I","Q_INDEX_II","nSamples_Q_II","genomic","nSamples_genomic"
"cristatus_macedonicus","Sikole",-45.5063243507046,4.63333333333333,3,0,3,0.233333333333333,3,1.13333333333333,3,0.136283931997503,3
"anatolicus_ivanbureschi","Sisevac",685.169327690716,100,3,89.3,3,99.8,3,88.6333333333333,3,100,3
"cristatus_ivanbureschi","Sisevac",18.4858673158778,86.6666666666667,3,100,3,98.7333333333333,3,50.7666666666667,3,99.4166490688663,3
"ivanbureschi_macedonicus","Sisevac",-17.3952653968802,10.2666666666667,3,0,3,0.533333333333333,3,1.36666666666667,3,8.62829068132104,3
"cristatus_macedonicus","Stanisinci",68.8169025147198,50.6,3,73.5,3,99.8333333333333,3,98.7666666666667,3,99.662331386507,3
"ivanbureschi_macedonicus","Stanisinci",12.3069234582043,42.9,3,100,3,99.7333333333333,3,98.6333333333333,3,86.2243806905531,3
"cristatus_ivanbureschi","Strâmba",-409.42105996687,1.8,5,NA,NA,0.3,5,NA,NA,0.155799015224394,8
"cristatus_macedonicus","Strâmba",-429.382163651675,3.96,5,NA,NA,0.28,5,NA,NA,0.139275980743264,8
"anatolicus_ivanbureschi","Sugören",-56.5064757966364,11.6,3,3.5,3,0.533333333333333,3,15.8333333333333,3,0.366666666666667,3
"cristatus_macedonicus","Tavna-Monastire",210.925657749632,61.4,3,73.5,3,99.9,3,98.9333333333333,3,99.898885788337,3
"ivanbureschi_macedonicus","Tavna-Monastire",46.0495100082101,53.7333333333333,3,100,3,99.7666666666667,3,98.8333333333333,3,99.658599532656,3
"cristatus_ivanbureschi","Tirgoviste",-177.68824705379,0,3,0,3,0.366666666666667,3,33.1333333333333,3,0.100429538118475,3
"cristatus_macedonicus","Tirgoviste",-277.647342518505,1.3,3,0,3,0.3,3,1.83333333333333,3,0.100429538118475,3
"cristatus_macedonicus","Todorovce",77.2744254382667,48.2,1,73.5,1,99.8,1,98.85,2,99.8903412182427,3
"ivanbureschi_macedonicus","Todorovce",43.77504511381,41.7,1,100,1,99.7,1,98.8,2,91.6800267201069,3
"cristatus_macedonicus","Trilofos",304.385829677639,100,3,100,3,99.8666666666667,3,98.7333333333333,3,99.8997995991984,3
"ivanbureschi_macedonicus","Trilofos",31.7400095384286,100,3,100,3,99.8333333333333,3,98.1666666666667,3,99.8997995991984,3
"cristatus_ivanbureschi","Trnavac",-22.2753548531154,19.9333333333333,3,52.8666666666667,3,9.9,3,6.8,3,3.34975057536485,3
"cristatus_macedonicus","Trnavac",-34.550793031855,0,3,0,3,0.2,3,0.933333333333333,3,1.9973762922716,3
"cristatus_ivanbureschi","Virfuri",-246.354278637658,0,3,0,3,0.166666666666667,3,21.0333333333333,3,0.100493471084586,3
"cristatus_macedonicus","Virfuri",-263.521950842587,0,3,0,3,0.233333333333333,3,1.5,3,0.100493471084586,3
"cristatus_macedonicus","Visegrad",177.505944881743,56.7666666666667,3,73.5,3,99.9,3,98.9,3,99.8994566017121,3
"ivanbureschi_macedonicus","Visegrad",66.5649781448931,44.0666666666667,3,100,3,99.5333333333333,3,98.6333333333333,3,99.559118236473,3
"anatolicus_ivanbureschi","Vitanovac",733.653241079859,96.6,3,92.8666666666667,3,99.8333333333333,3,91.3,3,100,3
"cristatus_ivanbureschi","Vitanovac",63.1704728321929,91.4,3,100,3,99.8333333333333,3,64.0333333333333,3,99.8714837131752,3
"ivanbureschi_macedonicus","Vitanovac",-9.95421050212066,6.9,3,0,3,0.233333333333333,3,1.16666666666667,3,21.8236472945892,3
"anatolicus_ivanbureschi","Vlasi2",565.353100622035,97.9,3,89.3,3,99.8333333333333,3,89.3333333333333,3,100,3
"cristatus_ivanbureschi","Vlasi2",35.3922473962339,97.2,3,100,3,99.8333333333333,3,48.7333333333333,3,99.8346880322021,3
"ivanbureschi_macedonicus","Vlasi2",-6.82004876825276,17.7333333333333,3,0,3,0.966666666666667,3,1.33333333333333,3,39.4522378089512,3
"cristatus_macedonicus","Vrtovac",11.6766821443289,49.5666666666667,3,73.5,3,99.8333333333333,3,99,3,95.4045774252096,3
"ivanbureschi_macedonicus","Vrtovac",20.3779546908779,44.4333333333333,3,100,3,99.7333333333333,3,98.7,3,74.0941251667762,3
"anatolicus_ivanbureschi","Yakacik",-15.5147196655534,19,3,2.33333333333333,3,2.3,3,9.4,3,1.94967532467533,8
"anatolicus_ivanbureschi","Yaliciftlik",-12.1616869301898,19.1666666666667,3,32.1,3,3.06666666666667,3,43.6,3,21.55,12
"anatolicus_ivanbureschi","Yaya",142.767108471065,89.7,3,60.7,3,99.6,3,70.5,3,100,3
"cristatus_ivanbureschi","Yaya",434.620771998444,100,3,100,3,99.8,3,36.8666666666667,3,100,3
"ivanbureschi_macedonicus","Yaya",-353.363915150887,0,3,0,3,0.2,3,1.23333333333333,3,0,3
"anatolicus_ivanbureschi","Zli-Dol",558.060189448386,100,3,100,3,99.8,3,94.9666666666667,3,99.8976258989193,3
"cristatus_ivanbureschi","Zli-Dol",91.3008463057592,97.7,3,100,3,99.8666666666667,3,96.1333333333333,3,99.8976258989193,3
"ivanbureschi_macedonicus","Zli-Dol",-14.8979970766057,8.1,3,0,3,0.533333333333333,3,1.23333333333333,3,2.0995987293879,3
"cristatus_ivanbureschi","Zlot",-6.40524564943071,0,2,0,2,0.2,2,8.03333333333333,3,2.43870124638478,3
"cristatus_macedonicus","Zlot",-14.8404287252266,0,2,0,2,0.15,2,1.33333333333333,3,0.116485199800672,3
"anatolicus_ivanbureschi","Zverino",498.738222523624,100,2,94.65,2,99.75,2,93,2,99.8994380776337,3
"cristatus_ivanbureschi","Zverino",5.10057280123494,100,2,100,2,99.9,2,72.25,2,99.612187935018,3
"ivanbureschi_macedonicus","Zverino",-70.8866310090037,0,2,0,2,0.15,2,0.85,2,0.100561922366349,3
"cristatus_macedonicus","Zygos-Mikro",386.248377163326,100,1,100,1,99.7,1,98.5,1,99.8997995991984,3
"ivanbureschi_macedonicus","Zygos-Mikro",147.660574673141,100,1,100,1,99.8,1,98.2,1,99.8997995991984,3
"anatolicus_ivanbureschi","Çakirli",-709.911850105393,0,3,0,2,0.366666666666667,3,26.7,2,0.1,12
"anatolicus_ivanbureschi","Çibanköy",-413.645355469024,0,3,0,3,0.433333333333333,3,21.7333333333333,3,0.1,12
"anatolicus_ivanbureschi","Akçat-Merkez",-63.5154324799448,NA,NA,NA,NA,NA,NA,NA,NA,0.116666666666667,12
"cristatus_ivanbureschi","Amarasti-de-Jos",-44.6321291155443,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"cristatus_macedonicus","Amarasti-de-Jos",-136.349318580558,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"anatolicus_ivanbureschi","Archangelos",533.967049078012,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Archangelos",223.998292737394,NA,NA,NA,NA,NA,NA,NA,NA,99.8153408474922,2
"cristatus_macedonicus","Archangelos",226.664512574065,NA,NA,NA,NA,NA,NA,NA,NA,96.5382657390124,1
"ivanbureschi_macedonicus","Archangelos",-0.27810258395812,NA,NA,NA,NA,NA,NA,NA,NA,49.7020043220169,3
"ivanbureschi_macedonicus","Archangelos",0.27810258395812,NA,NA,NA,NA,NA,NA,NA,NA,49.7020043220169,3
"anatolicus_ivanbureschi","Arifiye",-113.406534482658,NA,NA,NA,NA,NA,NA,NA,NA,0.108316683316683,12
"anatolicus_ivanbureschi","Bahçesultan-Köyü",-71.8822518963038,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1
"cristatus_macedonicus","Bajzë",247.400674091429,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,3
"ivanbureschi_macedonicus","Bajzë",176.264220859721,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,3
"anatolicus_ivanbureschi","Bansko",500.181925860309,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Bansko",180.710044309806,NA,NA,NA,NA,NA,NA,NA,NA,99.8984565393989,1
"ivanbureschi_macedonicus","Bansko",-8.57957398187148,NA,NA,NA,NA,NA,NA,NA,NA,1.42284569138277,1
"anatolicus_ivanbureschi","Bata",424.905020146866,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Bata",86.1938315691327,NA,NA,NA,NA,NA,NA,NA,NA,99.8998146548532,2
"ivanbureschi_macedonicus","Bata",-140.268926203866,NA,NA,NA,NA,NA,NA,NA,NA,0.10018534514687,2
"anatolicus_ivanbureschi","Belopoltsi",264.5773223147,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Belopoltsi",241.555883169072,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,1
"ivanbureschi_macedonicus","Belopoltsi",-253.250548615595,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,1
"anatolicus_ivanbureschi","Berovacko-jezero",569.383487456909,NA,NA,NA,NA,NA,NA,NA,NA,100,3
"cristatus_ivanbureschi","Berovacko-jezero",33.0425794068835,NA,NA,NA,NA,NA,NA,NA,NA,99.8507591950886,3
"ivanbureschi_macedonicus","Berovacko-jezero",-6.60011068753521,NA,NA,NA,NA,NA,NA,NA,NA,32.8557114228457,3
"anatolicus_ivanbureschi","Berovo",500.485678289089,NA,NA,NA,NA,NA,NA,NA,NA,100,3
"cristatus_ivanbureschi","Berovo",142.699714774667,NA,NA,NA,NA,NA,NA,NA,NA,99.8998296924212,3
"ivanbureschi_macedonicus","Berovo",-34.0502565791262,NA,NA,NA,NA,NA,NA,NA,NA,0.100170307578818,3
"cristatus_macedonicus","Bitolsko",242.560343194969,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,3
"ivanbureschi_macedonicus","Bitolsko",28.525758727259,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,3
"cristatus_ivanbureschi","Blahnita",-83.9364830938777,NA,NA,NA,NA,NA,NA,NA,NA,0.106439595529537,1
"cristatus_macedonicus","Blahnita",-96.6187222243127,NA,NA,NA,NA,NA,NA,NA,NA,0.318640467339352,1
"cristatus_ivanbureschi","Bogdana",-339.383617458113,NA,NA,NA,NA,NA,NA,NA,NA,0.0701735228776644,3
"cristatus_macedonicus","Bogdana",-354.833194694942,NA,NA,NA,NA,NA,NA,NA,NA,0.100280950388145,3
"anatolicus_ivanbureschi","Borovsko-polje",557.923491577465,NA,NA,NA,NA,NA,NA,NA,NA,100,3
"cristatus_ivanbureschi","Borovsko-polje",37.734397425846,NA,NA,NA,NA,NA,NA,NA,NA,99.8599042870019,3
"ivanbureschi_macedonicus","Borovsko-polje",-10.1557839965837,NA,NA,NA,NA,NA,NA,NA,NA,28.560454241817,3
"cristatus_ivanbureschi","Braunschweig",-1195.9395966949,NA,NA,NA,NA,NA,NA,NA,NA,0.076820307281229,3
"cristatus_macedonicus","Braunschweig",-1233.00339851845,NA,NA,NA,NA,NA,NA,NA,NA,0.100176990274397,3
"cristatus_ivanbureschi","Brădătel",-459.907750089285,NA,NA,NA,NA,NA,NA,NA,NA,0.133634035037644,3
"cristatus_macedonicus","Brădătel",-515.567216029555,NA,NA,NA,NA,NA,NA,NA,NA,0.100267402072617,3
"anatolicus_ivanbureschi","Byaga",396.461887569519,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Byaga",130.204515579016,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,1
"ivanbureschi_macedonicus","Byaga",-161.760163123753,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,1
"cristatus_ivanbureschi","Chiren",-2.81920598085507,NA,NA,NA,NA,NA,NA,NA,NA,0.436699174544812,3
"cristatus_macedonicus","Chiren",-61.4800472189529,NA,NA,NA,NA,NA,NA,NA,NA,0.150982181309299,3
"anatolicus_ivanbureschi","Chukovo",288.331811259289,NA,NA,NA,NA,NA,NA,NA,NA,100,3
"cristatus_ivanbureschi","Chukovo",228.682634515998,NA,NA,NA,NA,NA,NA,NA,NA,99.909537415739,3
"ivanbureschi_macedonicus","Chukovo",-224.692506643636,NA,NA,NA,NA,NA,NA,NA,NA,0.0804575845670783,3
"cristatus_ivanbureschi","Ciorasti",-317.297646184644,NA,NA,NA,NA,NA,NA,NA,NA,0.101196206322593,3
"cristatus_macedonicus","Ciorasti",-432.396868774588,NA,NA,NA,NA,NA,NA,NA,NA,0.101196206322593,3
"cristatus_ivanbureschi","Craciunesti",-457.548451632014,NA,NA,NA,NA,NA,NA,NA,NA,0.0968603874415496,3
"cristatus_macedonicus","Craciunesti",-471.011657847171,NA,NA,NA,NA,NA,NA,NA,NA,0.100197054430137,3
"anatolicus_ivanbureschi","Davutköy",122.381360708004,NA,NA,NA,NA,NA,NA,NA,NA,99.8997594135492,2
"cristatus_ivanbureschi","Davutköy",451.848626386674,NA,NA,NA,NA,NA,NA,NA,NA,99.8997594135492,2
"ivanbureschi_macedonicus","Davutköy",-376.831401613562,NA,NA,NA,NA,NA,NA,NA,NA,0.100240586450839,2
"anatolicus_ivanbureschi","Demirbey",-117.814206034988,NA,NA,NA,NA,NA,NA,NA,NA,0.133333333333333,6
"cristatus_ivanbureschi","Dertsen",-470.880566964888,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"cristatus_macedonicus","Dertsen",-492.354976499988,NA,NA,NA,NA,NA,NA,NA,NA,0.100200400801603,3
"anatolicus_ivanbureschi","Djurdjevac",813.26229501757,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Djurdjevac",103.468924572662,NA,NA,NA,NA,NA,NA,NA,NA,99.8126639190708,1
"ivanbureschi_macedonicus","Djurdjevac",-5.61321677746905,NA,NA,NA,NA,NA,NA,NA,NA,38.4828541738829,1
"anatolicus_ivanbureschi","Djurinci",777.460625950513,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Djurinci",61.0676045993937,NA,NA,NA,NA,NA,NA,NA,NA,99.8840878157899,2
"ivanbureschi_macedonicus","Djurinci",-57.3254515137617,NA,NA,NA,NA,NA,NA,NA,NA,0.115912184210075,2
"cristatus_macedonicus","Dojni-Dusnik",42.3954750448365,NA,NA,NA,NA,NA,NA,NA,NA,99.8600466537462,3
"ivanbureschi_macedonicus","Dojni-Dusnik",28.8168237550354,NA,NA,NA,NA,NA,NA,NA,NA,90.5253480620822,3
"anatolicus_ivanbureschi","Dolni-Dabnik",449.087525614541,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Dolni-Dabnik",22.7531497747282,NA,NA,NA,NA,NA,NA,NA,NA,89.3787575150301,1
"ivanbureschi_macedonicus","Dolni-Dabnik",-137.057105303011,NA,NA,NA,NA,NA,NA,NA,NA,0.111982082866741,1
"anatolicus_ivanbureschi","Dolni-Koriten",549.047608428354,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Dolni-Koriten",78.6875072370551,NA,NA,NA,NA,NA,NA,NA,NA,99.898406493729,2
"ivanbureschi_macedonicus","Dolni-Koriten",-17.9904400676855,NA,NA,NA,NA,NA,NA,NA,NA,1.49669145077622,2
"cristatus_macedonicus","Donji-Lokanj",290.728758268641,NA,NA,NA,NA,NA,NA,NA,NA,99.8559881867677,3
"ivanbureschi_macedonicus","Donji-Lokanj",218.78315350527,NA,NA,NA,NA,NA,NA,NA,NA,99.9029240409015,3
"cristatus_ivanbureschi","Duboka",-50.6085201547155,NA,NA,NA,NA,NA,NA,NA,NA,21.1472677617618,3
"cristatus_macedonicus","Duboka",-66.2597441261386,NA,NA,NA,NA,NA,NA,NA,NA,0.207994104046665,3
"cristatus_macedonicus","Dubrave",238.902036982718,NA,NA,NA,NA,NA,NA,NA,NA,99.0796979839485,3
"ivanbureschi_macedonicus","Dubrave",76.9681235366002,NA,NA,NA,NA,NA,NA,NA,NA,99.0359587224387,3
"anatolicus_ivanbureschi","Efes",267.600169996215,NA,NA,NA,NA,NA,NA,NA,NA,99.2643929109954,3
"cristatus_ivanbureschi","Efes",652.245349567467,NA,NA,NA,NA,NA,NA,NA,NA,99.8655885903156,3
"ivanbureschi_macedonicus","Efes",-487.090795864603,NA,NA,NA,NA,NA,NA,NA,NA,0.100977842921489,3
"anatolicus_ivanbureschi","Eskikizilelma",15.7390767961717,NA,NA,NA,NA,NA,NA,NA,NA,99.6,1
"cristatus_ivanbureschi","Eskikizilelma",530.293045841565,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"ivanbureschi_macedonicus","Eskikizilelma",-502.794862137218,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"anatolicus_ivanbureschi","Ezine",197.78609931339,NA,NA,NA,NA,NA,NA,NA,NA,99.8997895580719,1
"cristatus_ivanbureschi","Ezine",434.737738148286,NA,NA,NA,NA,NA,NA,NA,NA,99.8997895580719,1
"ivanbureschi_macedonicus","Ezine",-313.816651591555,NA,NA,NA,NA,NA,NA,NA,NA,0.100210441928049,1
"anatolicus_ivanbureschi","Gabrene",483.758806772431,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Gabrene",178.315790758019,NA,NA,NA,NA,NA,NA,NA,NA,99.8908535254311,1
"ivanbureschi_macedonicus","Gabrene",-19.5464538325576,NA,NA,NA,NA,NA,NA,NA,NA,8.37921713885274,1
"cristatus_ivanbureschi","Gherteniş",-135.935341669899,NA,NA,NA,NA,NA,NA,NA,NA,0.134616202749529,3
"cristatus_macedonicus","Gherteniş",-161.910702067008,NA,NA,NA,NA,NA,NA,NA,NA,0.134616202749529,3
"anatolicus_ivanbureschi","Gintsi",529.32240317156,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Gintsi",11.2733666281621,NA,NA,NA,NA,NA,NA,NA,NA,99.8998898788668,2
"ivanbureschi_macedonicus","Gintsi",-44.2900706865775,NA,NA,NA,NA,NA,NA,NA,NA,0.100110121133247,2
"anatolicus_ivanbureschi","Gornja-Sabanta",725.764037456964,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Gornja-Sabanta",39.0070990441775,NA,NA,NA,NA,NA,NA,NA,NA,99.8773608045131,1
"ivanbureschi_macedonicus","Gornja-Sabanta",-20.9370901371934,NA,NA,NA,NA,NA,NA,NA,NA,18.3967935871744,1
"cristatus_macedonicus","Gornja-Čadjavica",216.080023995785,NA,NA,NA,NA,NA,NA,NA,NA,99.8860094847111,2
"ivanbureschi_macedonicus","Gornja-Čadjavica",50.4356619838618,NA,NA,NA,NA,NA,NA,NA,NA,98.4823548958323,2
"cristatus_macedonicus","Gracen",322.831841082308,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,3
"ivanbureschi_macedonicus","Gracen",156.805907287961,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,3
"cristatus_macedonicus","Grcak",68.7643651881818,NA,NA,NA,NA,NA,NA,NA,NA,99.8749401497872,3
"ivanbureschi_macedonicus","Grcak",20.0504749257492,NA,NA,NA,NA,NA,NA,NA,NA,80.0501002004008,3
"cristatus_macedonicus","Gryke-Lugje",232.020456415653,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"ivanbureschi_macedonicus","Gryke-Lugje",162.722837403179,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"anatolicus_ivanbureschi","Grza",677.955146303225,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Grza",19.4033078059138,NA,NA,NA,NA,NA,NA,NA,NA,96.9778446977845,1
"ivanbureschi_macedonicus","Grza",-9.10977482519579,NA,NA,NA,NA,NA,NA,NA,NA,7.03165274770595,1
"anatolicus_ivanbureschi","Guberevac",740.700998381051,NA,NA,NA,NA,NA,NA,NA,NA,100,3
"cristatus_ivanbureschi","Guberevac",57.4077166281911,NA,NA,NA,NA,NA,NA,NA,NA,99.7186623656794,3
"ivanbureschi_macedonicus","Guberevac",-20.6887773390251,NA,NA,NA,NA,NA,NA,NA,NA,18.3910982541841,3
"anatolicus_ivanbureschi","Gökçekent",-767.098849675362,NA,NA,NA,NA,NA,NA,NA,NA,0.1,12
"cristatus_ivanbureschi","Harlets",-38.1703817880687,NA,NA,NA,NA,NA,NA,NA,NA,0.164516337533438,3
"cristatus_macedonicus","Harlets",-99.5770570797517,NA,NA,NA,NA,NA,NA,NA,NA,0.164516337533438,3
"cristatus_ivanbureschi","Heeze",-1421.31251604814,NA,NA,NA,NA,NA,NA,NA,NA,0.0200400801603206,3
"cristatus_macedonicus","Heeze",-1456.0664372983,NA,NA,NA,NA,NA,NA,NA,NA,0.100120144173008,3
"cristatus_ivanbureschi","Hurezani",-148.627756286524,NA,NA,NA,NA,NA,NA,NA,NA,0.541116545332062,3
"cristatus_macedonicus","Hurezani",-160.99474570927,NA,NA,NA,NA,NA,NA,NA,NA,0.134910878834361,3
"anatolicus_ivanbureschi","Ihsaniye",-128.938051116141,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1
"anatolicus_ivanbureschi","Iliya",517.899043148872,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"anatolicus_ivanbureschi","Iliya",481.902081090729,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Iliya",106.726269423812,NA,NA,NA,NA,NA,NA,NA,NA,99.8998998998999,2
"cristatus_ivanbureschi","Iliya",12.57481563418,NA,NA,NA,NA,NA,NA,NA,NA,99.8998998998999,2
"ivanbureschi_macedonicus","Iliya",-41.1616919425725,NA,NA,NA,NA,NA,NA,NA,NA,0.1001001001001,2
"ivanbureschi_macedonicus","Iliya",-87.9689595343991,NA,NA,NA,NA,NA,NA,NA,NA,0.1001001001001,2
"cristatus_ivanbureschi","Jabukovac",-52.0969352976526,NA,NA,NA,NA,NA,NA,NA,NA,0.0932673082058653,3
"cristatus_macedonicus","Jabukovac",-64.5735116212907,NA,NA,NA,NA,NA,NA,NA,NA,1.72145858646082,3
"cristatus_macedonicus","Karagač",173.36325669123,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,3
"ivanbureschi_macedonicus","Karagač",112.478979031768,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,3
"anatolicus_ivanbureschi","Karakadilar",142.756891888528,NA,NA,NA,NA,NA,NA,NA,NA,99.8998101815368,11
"cristatus_ivanbureschi","Karakadilar",434.587402263213,NA,NA,NA,NA,NA,NA,NA,NA,99.9268160604621,11
"ivanbureschi_macedonicus","Karakadilar",-353.355489982632,NA,NA,NA,NA,NA,NA,NA,NA,0.0640566319625985,11
"anatolicus_ivanbureschi","Karasu",-138.607740552038,NA,NA,NA,NA,NA,NA,NA,NA,0.1499000999001,2
"cristatus_macedonicus","Karbinci",155.342944272163,NA,NA,NA,NA,NA,NA,NA,NA,99.8879802845301,1
"ivanbureschi_macedonicus","Karbinci",14.330500355295,NA,NA,NA,NA,NA,NA,NA,NA,89.3486973947896,1
"anatolicus_ivanbureschi","Karlukovo",465.862790492605,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Karlukovo",9.93273252064213,NA,NA,NA,NA,NA,NA,NA,NA,87.6522151625216,2
"ivanbureschi_macedonicus","Karlukovo",-106.733340847655,NA,NA,NA,NA,NA,NA,NA,NA,0.174079072922655,2
"anatolicus_ivanbureschi","Katratzides",219.181554253617,NA,NA,NA,NA,NA,NA,NA,NA,100,3
"cristatus_ivanbureschi","Katratzides",295.075248373636,NA,NA,NA,NA,NA,NA,NA,NA,99.8998330327656,3
"ivanbureschi_macedonicus","Katratzides",-281.62486451569,NA,NA,NA,NA,NA,NA,NA,NA,0.100166967234435,3
"cristatus_macedonicus","Kesino-Jezero",60.9944415409883,NA,NA,NA,NA,NA,NA,NA,NA,99.8932764140875,1
"ivanbureschi_macedonicus","Kesino-Jezero",23.1737983095276,NA,NA,NA,NA,NA,NA,NA,NA,93.7875751503006,1
"cristatus_ivanbureschi","Kladovo",-88.4215826559369,NA,NA,NA,NA,NA,NA,NA,NA,2.1374865735768,1
"cristatus_macedonicus","Kladovo",-99.418369018143,NA,NA,NA,NA,NA,NA,NA,NA,0.219034059796298,1
"anatolicus_ivanbureschi","Kolets",316.178007697748,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Kolets",187.90057036702,NA,NA,NA,NA,NA,NA,NA,NA,99.8998898788668,1
"ivanbureschi_macedonicus","Kolets",-221.687495241322,NA,NA,NA,NA,NA,NA,NA,NA,0.100110121133247,1
"cristatus_macedonicus","Korab-Mts",248.471638428988,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,3
"ivanbureschi_macedonicus","Korab-Mts",111.792427027351,NA,NA,NA,NA,NA,NA,NA,NA,99.8997995991984,3
"cristatus_macedonicus","Kounoupena",458.405646031743,NA,NA,NA,NA,NA,NA,NA,NA,99.899869801997,3
"ivanbureschi_macedonicus","Kounoupena",242.35140459527,NA,NA,NA,NA,NA,NA,NA,NA,99.9398978154527,3
"cristatus_ivanbureschi","Kruščica",-79.9557236231808,NA,NA,NA,NA,NA,NA,NA,NA,0.12752124723558,3
"cristatus_macedonicus","Kruščica",-107.806797196808,NA,NA,NA,NA,NA,NA,NA,NA,0.12752124723558,3
"anatolicus_ivanbureschi","Kykrina",405.510958754213,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Kykrina",64.3035694903749,NA,NA,NA,NA,NA,NA,NA,NA,95.4008016032064,2
"ivanbureschi_macedonicus","Kykrina",-171.042776103208,NA,NA,NA,NA,NA,NA,NA,NA,0.105154153274618,2
"cristatus_ivanbureschi","Leemkuilen-Tongeren",-1452.16258603719,NA,NA,NA,NA,NA,NA,NA,NA,0.0267201068804275,3
"cristatus_macedonicus","Leemkuilen-Tongeren",-1487.89540725938,NA,NA,NA,NA,NA,NA,NA,NA,0.10012682753766,3
"cristatus_ivanbureschi","Leskovački-Potok",-76.3130376513951,NA,NA,NA,NA,NA,NA,NA,NA,0.109057745103294,3
"cristatus_macedonicus","Leskovački-Potok",-102.1327321859,NA,NA,NA,NA,NA,NA,NA,NA,0.109057745103294,3
"anatolicus_ivanbureschi","Lilyache",513.457299855348,NA,NA,NA,NA,NA,NA,NA,NA,100,2
"cristatus_ivanbureschi","Lilyache",3.17125240268585,NA,NA,NA,NA,NA,NA,NA,NA,99.8998898788668,2
"ivanbureschi_macedonicus","Lilyache",-59.273018167109,NA,NA,NA,NA,NA,NA,NA,NA,0.100110121133247,2
"cristatus_macedonicus","Livadia",233.961040503205,NA,NA,NA,NA,NA,NA,NA,NA,99.8677423621214,1
"ivanbureschi_macedonicus","Livadia",5.19012438960948,NA,NA,NA,NA,NA,NA,NA,NA,75.6613226452906,1
"cristatus_macedonicus","Ljubovija",175.223715944617,NA,NA,NA,NA,NA,NA,NA,NA,99.6146714340009,3
"ivanbureschi_macedonicus","Ljubovija",33.0340974174444,NA,NA,NA,NA,NA,NA,NA,NA,98.3367823488685,3
"anatolicus_ivanbureschi","Lukovo",658.636452293156,NA,NA,NA,NA,NA,NA,NA,NA,100,1
"cristatus_ivanbureschi","Lukovo",9.37909577557031,NA,NA,NA,NA,NA,NA,NA,NA,78.9368104312939,1
"ivanbureschi_macedonicus","Lukovo",-3.92785816549236,NA,NA,NA,NA,NA,NA,NA,NA,24.2358604091456,1
"cristatus_macedonicus","Lushnjë",352.282233392019,NA,NA,NA,NA,NA,NA,NA,NA,99.8897795591182,3
"ivanbureschi_macedonicus","Lushnjë",182.944775754909,NA,NA,NA,NA,NA,NA,NA,NA,99.8997895560591,3
