FID,ID,TRANSECT,DISTANCE
"3851","1",A,385000
"3852","1",A,385100
"3853","1",A,385200
"3854","1",A,385300
"3855","1",A,385400
"3856","1",A,385500
"3857","1",A,385600
"3858","1",A,385700
"3859","1",A,385800
"3860","1",A,385900
"3861","1",A,386000
"3862","1",A,386100
"3863","1",A,386200
"3864","1",A,386300
"3865","1",A,386400
"3866","1",A,386500
"3867","1",A,386600
"3868","1",A,386700
"3869","1",A,386800
"3870","1",A,386900
"3871","1",A,387000
"3872","1",A,387100
"3873","1",A,387200
"3874","1",A,387300
"3875","1",A,387400
"3876","1",A,387500
"3877","1",A,387600
"3878","1",A,387700
"3879","1",A,387800
"3880","1",A,387900
"3881","1",A,388000
"3882","1",A,388100
"3883","1",A,388200
"3884","1",A,388300
"3885","1",A,388400
"3886","1",A,388500
"3887","1",A,388600
"3888","1",A,388700
"3889","1",A,388800
"3890","1",A,388900
"3891","1",A,389000
"3892","1",A,389100
"3893","1",A,389200
"3894","1",A,389300
"3895","1",A,389400
"3896","1",A,389500
"3897","1",A,389600
"3898","1",A,389700
"3899","1",A,389800
"3900","1",A,389900
"3901","1",A,390000
"3902","1",A,390100
"3903","1",A,390200
"3904","1",A,390300
"3905","1",A,390400
"3906","1",A,390500
"3907","1",A,390600
"3908","1",A,390700
"3909","1",A,390800
"3910","1",A,390900
"3911","1",A,391000
"3912","1",A,391100
"3913","1",A,391200
"3914","1",A,391300
"3915","1",A,391400
"3916","1",A,391500
"3917","1",A,391600
"3918","1",A,391700
"3919","1",A,391800
"3920","1",A,391900
"3921","1",A,392000
"3922","1",A,392100
"3923","1",A,392200
"3924","1",A,392300
"3925","1",A,392400
"3926","1",A,392500
"3927","1",A,392600
"3928","1",A,392700
"3929","1",A,392800
"3930","1",A,392900
"3931","1",A,393000
"3932","1",A,393100
"3933","1",A,393200
"3934","1",A,393300
"3935","1",A,393400
"3936","1",A,393500
"3937","1",A,393600
"3938","1",A,393700
"3939","1",A,393800
"3940","1",A,393900
"3941","1",A,394000
"3942","1",A,394100
"3943","1",A,394200
"3944","1",A,394300
"3945","1",A,394400
"3946","1",A,394500
"3947","1",A,394600
"3948","1",A,394700
"3949","1",A,394800
"3950","1",A,394900
"3951","1",A,395000
"3952","1",A,395100
"3953","1",A,395200
"3954","1",A,395300
"3955","1",A,395400
"3956","1",A,395500
"3957","1",A,395600
"3958","1",A,395700
"3959","1",A,395800
"3960","1",A,395900
"3961","1",A,396000
"3962","1",A,396100
"3963","1",A,396200
"3964","1",A,396300
"3965","1",A,396400
"3966","1",A,396500
"3967","1",A,396600
"3968","1",A,396700
"3969","1",A,396800
"3970","1",A,396900
"3971","1",A,397000
"3972","1",A,397100
"3973","1",A,397200
"3974","1",A,397300
"3975","1",A,397400
"3976","1",A,397500
"3977","1",A,397600
"3978","1",A,397700
"3979","1",A,397800
"3980","1",A,397900
"3981","1",A,398000
"3982","1",A,398100
"3983","1",A,398200
"3984","1",A,398300
"3985","1",A,398400
"3986","1",A,398500
"3987","1",A,398600
"3988","1",A,398700
"3989","1",A,398800
"3990","1",A,398900
"3991","1",A,399000
"3992","1",A,399100
"3993","1",A,399200
"3994","1",A,399300
"3995","1",A,399400
"3996","1",A,399500
"3997","1",A,399600
"3998","1",A,399700
"3999","1",A,399800
"4000","1",A,399900
"4001","1",A,400000
"4002","1",A,400100
"4003","1",A,400200
"4004","1",A,400300
"4005","1",A,400400
"4006","1",A,400500
"4007","1",A,400600
"4008","1",A,400700
"4009","1",A,400800
"4010","1",A,400900
"4011","1",A,401000
"4012","1",A,401100
"4013","1",A,401200
"4014","1",A,401300
"4015","1",A,401400
"4016","1",A,401500
"4017","1",A,401600
"4018","1",A,401700
"4019","1",A,401800
"4020","1",A,401900
"4021","1",A,402000
"4022","1",A,402100
"4023","1",A,402200
"4024","1",A,402300
"4025","1",A,402400
"4026","1",A,402500
"4027","1",A,402600
"4028","1",A,402700
"4029","1",A,402800
"4030","1",A,402900
"4031","1",A,403000
"4032","1",A,403100
"4033","1",A,403200
"4034","1",A,403300
"4035","1",A,403400
"4036","1",A,403500
"4037","1",A,403600
"4038","1",A,403700
"4039","1",A,403800
"4040","1",A,403900
"4041","1",A,404000
"4042","1",A,404100
"4043","1",A,404200
"4044","1",A,404300
"4045","1",A,404400
"4046","1",A,404500
"4047","1",A,404600
"4048","1",A,404700
"4049","1",A,404800
"4050","1",A,404900
"4051","1",A,405000
"4052","1",A,405100
"4053","1",A,405200
"4054","1",A,405300
"4055","1",A,405400
"4056","1",A,405500
"4057","1",A,405600
"4058","1",A,405700
"4059","1",A,405800
"4060","1",A,405900
"4061","1",A,406000
"4062","1",A,406100
"4063","1",A,406200
"4064","1",A,406300
"4065","1",A,406400
"4066","1",A,406500
"4067","1",A,406600
"4068","1",A,406700
"4069","1",A,406800
"4070","1",A,406900
"4071","1",A,407000
"4072","1",A,407100
"4073","1",A,407200
"4074","1",A,407300
"4075","1",A,407400
"4076","1",A,407500
"4077","1",A,407600
"4078","1",A,407700
"4079","1",A,407800
"4080","1",A,407900
"4081","1",A,408000
"4082","1",A,408100
"4083","1",A,408200
"4084","1",A,408300
"4085","1",A,408400
"4086","1",A,408500
"4087","1",A,408600
"4088","1",A,408700
"4089","1",A,408800
"4090","1",A,408900
"4091","1",A,409000
"4092","1",A,409100
"4093","1",A,409200
"4094","1",A,409300
"4095","1",A,409400
"4096","1",A,409500
"4097","1",A,409600
"4098","1",A,409700
"4099","1",A,409800
"4100","1",A,409900
"4101","1",A,410000
"4102","1",A,410100
"4103","1",A,410200
"4104","1",A,410300
"4105","1",A,410400
"4106","1",A,410500
"4107","1",A,410600
"4108","1",A,410700
"4109","1",A,410800
"4110","1",A,410900
"4111","1",A,411000
"4112","1",A,411100
"4113","1",A,411200
"4114","1",A,411300
"4115","1",A,411400
"4116","1",A,411500
"4117","1",A,411600
"4118","1",A,411700
"4119","1",A,411800
"4120","1",A,411900
"4121","1",A,412000
"4122","1",A,412100
"4123","1",A,412200
"4124","1",A,412300
"4125","1",A,412400
"4126","1",A,412500
"4127","1",A,412600
"4128","1",A,412700
"4129","1",A,412800
"4130","1",A,412900
"4131","1",A,413000
"4132","1",A,413100
"4133","1",A,413200
"4134","1",A,413300
"4135","1",A,413400
"4136","1",A,413500
"4137","1",A,413600
"4138","1",A,413700
"4139","1",A,413800
"4140","1",A,413900
"4141","1",A,414000
"4142","1",A,414100
"4143","1",A,414200
"4144","1",A,414300
"4145","1",A,414400
"4146","1",A,414500
"4147","1",A,414600
"4148","1",A,414700
"4149","1",A,414800
"4150","1",A,414900
"4151","1",A,415000
"4152","1",A,415100
"4153","1",A,415200
"4154","1",A,415300
"4155","1",A,415400
"4156","1",A,415500
"4157","1",A,415600
"4158","1",A,415700
"4159","1",A,415800
"4160","1",A,415900
"4161","1",A,416000
"4162","1",A,416100
"4163","1",A,416200
"4164","1",A,416300
"4165","1",A,416400
"4166","1",A,416500
"4167","1",A,416600
"4168","1",A,416700
"4169","1",A,416800
"4170","1",A,416900
"4171","1",A,417000
"4172","1",A,417100
"4173","1",A,417200
"4174","1",A,417300
"4175","1",A,417400
"4176","1",A,417500
"4177","1",A,417600
"4178","1",A,417700
"4179","1",A,417800
"4180","1",A,417900
"4181","1",A,418000
"4182","1",A,418100
"4183","1",A,418200
"4184","1",A,418300
"4185","1",A,418400
"4186","1",A,418500
"4187","1",A,418600
"4188","1",A,418700
"4189","1",A,418800
"4190","1",A,418900
"4191","1",A,419000
"4192","1",A,419100
"4193","1",A,419200
"4194","1",A,419300
"4195","1",A,419400
"4196","1",A,419500
"4197","1",A,419600
"4198","1",A,419700
"4199","1",A,419800
"4200","1",A,419900
"4201","1",A,420000
"4202","1",A,420100
"4203","1",A,420200
"4204","1",A,420300
"4205","1",A,420400
"4206","1",A,420500
"4207","1",A,420600
"4208","1",A,420700
"4209","1",A,420800
"4210","1",A,420900
"4211","1",A,421000
"4212","1",A,421100
"4213","1",A,421200
"4214","1",A,421300
"4215","1",A,421400
"4216","1",A,421500
"4217","1",A,421600
"4218","1",A,421700
"4219","1",A,421800
"4220","1",A,421900
"4221","1",A,422000
"4222","1",A,422100
"4223","1",A,422200
"4224","1",A,422300
"4225","1",A,422400
"4226","1",A,422500
"4227","1",A,422600
"4228","1",A,422700
"4229","1",A,422800
"4230","1",A,422900
"4231","1",A,423000
"4232","1",A,423100
"4233","1",A,423200
"4234","1",A,423300
"4235","1",A,423400
"4236","1",A,423500
"4237","1",A,423600
"4238","1",A,423700
"4239","1",A,423800
"4240","1",A,423900
"4241","1",A,424000
"4242","1",A,424100
"4243","1",A,424200
"4244","1",A,424300
"4245","1",A,424400
"4246","1",A,424500
"4247","1",A,424600
"4248","1",A,424700
"4249","1",A,424800
"4250","1",A,424900
"4251","1",A,425000
"4252","1",A,425100
"4253","1",A,425200
"4254","1",A,425300
"4255","1",A,425400
"4256","1",A,425500
"4257","1",A,425600
"4258","1",A,425700
"4259","1",A,425800
"4260","1",A,425900
"4261","1",A,426000
"4262","1",A,426100
"4263","1",A,426200
"4264","1",A,426300
"4265","1",A,426400
"4266","1",A,426500
"4267","1",A,426600
"4268","1",A,426700
"4269","1",A,426800
"4270","1",A,426900
"4271","1",A,427000
"4272","1",A,427100
"4273","1",A,427200
"4274","1",A,427300
"4275","1",A,427400
"4276","1",A,427500
"4277","1",A,427600
"4278","1",A,427700
"4279","1",A,427800
"4280","1",A,427900
"4281","1",A,428000
"4282","1",A,428100
"4283","1",A,428200
"4284","1",A,428300
"4285","1",A,428400
"4286","1",A,428500
"4287","1",A,428600
"4288","1",A,428700
"4289","1",A,428800
"4290","1",A,428900
"4291","1",A,429000
"4292","1",A,429100
"4293","1",A,429200
"4294","1",A,429300
"4295","1",A,429400
"4296","1",A,429500
"4297","1",A,429600
"4298","1",A,429700
"4299","1",A,429800
"4300","1",A,429900
"4301","1",A,430000
"4302","1",A,430100
"4303","1",A,430200
"4304","1",A,430300
"4305","1",A,430400
"4306","1",A,430500
"4307","1",A,430600
"4308","1",A,430700
"4309","1",A,430800
"4310","1",A,430900
"4311","1",A,431000
"4312","1",A,431100
"4313","1",A,431200
"4314","1",A,431300
"4315","1",A,431400
"4316","1",A,431500
"4317","1",A,431600
"4318","1",A,431700
"4319","1",A,431800
"4320","1",A,431900
"4321","1",A,432000
"4322","1",A,432100
"4323","1",A,432200
"4324","1",A,432300
"4325","1",A,432400
"4326","1",A,432500
"4327","1",A,432600
"4328","1",A,432700
"4329","1",A,432800
"4330","1",A,432900
"4331","1",A,433000
"4332","1",A,433100
"4333","1",A,433200
"4334","1",A,433300
"4335","1",A,433400
"4336","1",A,433500
"4337","1",A,433600
"4338","1",A,433700
"4339","1",A,433800
"4340","1",A,433900
"4341","1",A,434000
"4342","1",A,434100
"4343","1",A,434200
"4344","1",A,434300
"4345","1",A,434400
"4346","1",A,434500
"4347","1",A,434600
"4348","1",A,434700
"4349","1",A,434800
"4350","1",A,434900
"4351","1",A,435000
"4352","1",A,435100
"4353","1",A,435200
"4354","1",A,435300
"4355","1",A,435400
"4356","1",A,435500
"4357","1",A,435600
"4358","1",A,435700
"4359","1",A,435800
"4360","1",A,435900
"4361","1",A,436000
"4362","1",A,436100
"4363","1",A,436200
"4364","1",A,436300
"4365","1",A,436400
"4366","1",A,436500
"4367","1",A,436600
"4368","1",A,436700
"4369","1",A,436800
"4370","1",A,436900
"4371","1",A,437000
"4372","1",A,437100
"4373","1",A,437200
"4374","1",A,437300
"4375","1",A,437400
"4376","1",A,437500
"4377","1",A,437600
"4378","1",A,437700
"4379","1",A,437800
"4380","1",A,437900
"4381","1",A,438000
"4382","1",A,438100
"4383","1",A,438200
"4384","1",A,438300
"4385","1",A,438400
"4386","1",A,438500
"4387","1",A,438600
"4388","1",A,438700
"4389","1",A,438800
"4390","1",A,438900
"4391","1",A,439000
"4392","1",A,439100
"4393","1",A,439200
"4394","1",A,439300
"4395","1",A,439400
"4396","1",A,439500
"4397","1",A,439600
"4398","1",A,439700
"4399","1",A,439800
"4400","1",A,439900
"4401","1",A,440000
"4402","1",A,440100
"4403","1",A,440200
"4404","1",A,440300
"4405","1",A,440400
"4406","1",A,440500
"4407","1",A,440600
"4408","1",A,440700
"4409","1",A,440800
"4410","1",A,440900
"4411","1",A,441000
"4412","1",A,441100
"4413","1",A,441200
"4414","1",A,441300
"4415","1",A,441400
"4416","1",A,441500
"4417","1",A,441600
"4418","1",A,441700
"4419","1",A,441800
"4420","1",A,441900
"4421","1",A,442000
"4422","1",A,442100
"4423","1",A,442200
"4424","1",A,442300
"4425","1",A,442400
"4426","1",A,442500
"4427","1",A,442600
"4428","1",A,442700
"4429","1",A,442800
"4430","1",A,442900
"4431","1",A,443000
"4432","1",A,443100
"4433","1",A,443200
"4434","1",A,443300
"4435","1",A,443400
"4436","1",A,443500
"4437","1",A,443600
"4438","1",A,443700
"4439","1",A,443800
"4440","1",A,443900
"4441","1",A,444000
"4442","1",A,444100
"4443","1",A,444200
"4444","1",A,444300
"4445","1",A,444400
"4446","1",A,444500
"4447","1",A,444600
"4448","1",A,444700
"4449","1",A,444800
"4450","1",A,444900
"4451","1",A,445000
"4452","1",A,445100
"4453","1",A,445200
"4454","1",A,445300
"4455","1",A,445400
"4456","1",A,445500
"4457","1",A,445600
"4458","1",A,445700
"4459","1",A,445800
"4460","1",A,445900
"4461","1",A,446000
"4462","1",A,446100
"4463","1",A,446200
"4464","1",A,446300
"4465","1",A,446400
"4466","1",A,446500
"4467","1",A,446600
"4468","1",A,446700
"4469","1",A,446800
"4470","1",A,446900
"4471","1",A,447000
"4472","1",A,447100
"4473","1",A,447200
"4474","1",A,447300
"4475","1",A,447400
"4476","1",A,447500
"4477","1",A,447600
"4478","1",A,447700
"4479","1",A,447800
"4480","1",A,447900
"4481","1",A,448000
"4482","1",A,448100
"4483","1",A,448200
"4484","1",A,448300
"4485","1",A,448400
"4486","1",A,448500
"4487","1",A,448600
"4488","1",A,448700
"4489","1",A,448800
"4490","1",A,448900
"4491","1",A,449000
"4492","1",A,449100
"4493","1",A,449200
"4494","1",A,449300
"4495","1",A,449400
"4496","1",A,449500
"4497","1",A,449600
"4498","1",A,449700
"4499","1",A,449800
"4500","1",A,449900
"4501","1",A,450000
"4502","1",A,450100
"4503","1",A,450200
"4504","1",A,450300
"4505","1",A,450400
"4506","1",A,450500
"4507","1",A,450600
"4508","1",A,450700
"4509","1",A,450800
"4510","1",A,450900
"4511","1",A,451000
"4512","1",A,451100
"4513","1",A,451200
"4514","1",A,451300
"4515","1",A,451400
"4516","1",A,451500
"4517","1",A,451600
"4518","1",A,451700
"4519","1",A,451800
"4520","1",A,451900
"4521","1",A,452000
"4522","1",A,452100
"4523","1",A,452200
"4524","1",A,452300
"4525","1",A,452400
"4526","1",A,452500
"4527","1",A,452600
"4528","1",A,452700
"4529","1",A,452800
"4530","1",A,452900
"4531","1",A,453000
"4532","1",A,453100
"4533","1",A,453200
"4534","1",A,453300
"4535","1",A,453400
"4536","1",A,453500
"4537","1",A,453600
"4538","1",A,453700
"4539","1",A,453800
"4540","1",A,453900
"4541","1",A,454000
"4542","1",A,454100
"4543","1",A,454200
"4544","1",A,454300
"4545","1",A,454400
"4546","1",A,454500
"4547","1",A,454600
"4548","1",A,454700
"4549","1",A,454800
"4550","1",A,454900
"4551","1",A,455000
"4552","1",A,455100
"4553","1",A,455200
"4554","1",A,455300
"4555","1",A,455400
"4556","1",A,455500
"4557","1",A,455600
"4558","1",A,455700
"4559","1",A,455800
"4560","1",A,455900
"4561","1",A,456000
"4562","1",A,456100
"4563","1",A,456200
"4564","1",A,456300
"4565","1",A,456400
"4566","1",A,456500
"4567","1",A,456600
"4568","1",A,456700
"4569","1",A,456800
"4570","1",A,456900
"4571","1",A,457000
"4572","1",A,457100
"4573","1",A,457200
"4574","1",A,457300
"4575","1",A,457400
"4576","1",A,457500
"4577","1",A,457600
"4578","1",A,457700
"4579","1",A,457800
"4580","1",A,457900
"4581","1",A,458000
"4582","1",A,458100
"4583","1",A,458200
"4584","1",A,458300
"4585","1",A,458400
"4586","1",A,458500
"4587","1",A,458600
"4588","1",A,458700
"4589","1",A,458800
"4590","1",A,458900
"4591","1",A,459000
"4592","1",A,459100
"4593","1",A,459200
"4594","1",A,459300
"4595","1",A,459400
"4596","1",A,459500
"4597","1",A,459600
"4598","1",A,459700
"4599","1",A,459800
"4600","1",A,459900
"4601","1",A,460000
"4602","1",A,460100
"4603","1",A,460200
"4604","1",A,460300
"4605","1",A,460400
"4606","1",A,460500
"4607","1",A,460600
"4608","1",A,460700
"4609","1",A,460800
"4610","1",A,460900
"4611","1",A,461000
"4612","1",A,461100
"4613","1",A,461200
"4614","1",A,461300
"4615","1",A,461400
"4616","1",A,461500
"4617","1",A,461600
"4618","1",A,461700
"4619","1",A,461800
"4620","1",A,461900
"4621","1",A,462000
"4622","1",A,462100
"4623","1",A,462200
"4624","1",A,462300
"4625","1",A,462400
"4626","1",A,462500
"4627","1",A,462600
"4628","1",A,462700
"4629","1",A,462800
"4630","1",A,462900
"4631","1",A,463000
"4632","1",A,463100
"4633","1",A,463200
"4634","1",A,463300
"4635","1",A,463400
"4636","1",A,463500
"4637","1",A,463600
"4638","1",A,463700
"4639","1",A,463800
"4640","1",A,463900
"4641","1",A,464000
"4642","1",A,464100
"4643","1",A,464200
"4644","1",A,464300
"4645","1",A,464400
"4646","1",A,464500
"4647","1",A,464600
"4648","1",A,464700
"4649","1",A,464800
"4650","1",A,464900
"4651","1",A,465000
"4652","1",A,465100
"4653","1",A,465200
"4654","1",A,465300
"4655","1",A,465400
"4656","1",A,465500
"4657","1",A,465600
"4658","1",A,465700
"4659","1",A,465800
"4660","1",A,465900
"4661","1",A,466000
"4662","1",A,466100
"4663","1",A,466200
"4664","1",A,466300
"4665","1",A,466400
"4666","1",A,466500
"4667","1",A,466600
"4668","1",A,466700
"4669","1",A,466800
"4670","1",A,466900
"4671","1",A,467000
"4672","1",A,467100
"4673","1",A,467200
"4674","1",A,467300
"4675","1",A,467400
"4676","1",A,467500
"4677","1",A,467600
"4678","1",A,467700
"4679","1",A,467800
"4680","1",A,467900
"4681","1",A,468000
"4682","1",A,468100
"4683","1",A,468200
"4684","1",A,468300
"4685","1",A,468400
"4686","1",A,468500
"4687","1",A,468600
"4688","1",A,468700
"4689","1",A,468800
"4690","1",A,468900
"4691","1",A,469000
"4692","1",A,469100
"4693","1",A,469200
"4694","1",A,469300
"4695","1",A,469400
"4696","1",A,469500
"4697","1",A,469600
"4698","1",A,469700
"4699","1",A,469800
"4700","1",A,469900
"4701","1",A,470000
"4702","1",A,470100
"4703","1",A,470200
"4704","1",A,470300
"4705","1",A,470400
"4706","1",A,470500
"4707","1",A,470600
"4708","1",A,470700
"4709","1",A,470800
"4710","1",A,470900
"4711","1",A,471000
"4712","1",A,471100
"4713","1",A,471200
"4714","1",A,471300
"4715","1",A,471400
"4716","1",A,471500
"4717","1",A,471600
"4718","1",A,471700
"4719","1",A,471800
"4720","1",A,471900
"4721","1",A,472000
"4722","1",A,472100
"4723","1",A,472200
"4724","1",A,472300
"4725","1",A,472400
"4726","1",A,472500
"4727","1",A,472600
"4728","1",A,472700
"4729","1",A,472800
"4730","1",A,472900
"4731","1",A,473000
"4732","1",A,473100
"4733","1",A,473200
"4734","1",A,473300
"4735","1",A,473400
"4736","1",A,473500
"4737","1",A,473600
"4738","1",A,473700
"4739","1",A,473800
"4740","1",A,473900
"4741","1",A,474000
"4742","1",A,474100
"4743","1",A,474200
"4744","1",A,474300
"4745","1",A,474400
"4746","1",A,474500
"4747","1",A,474600
"4748","1",A,474700
"4749","1",A,474800
"4750","1",A,474900
"4751","1",A,475000
"4752","1",A,475100
"4753","1",A,475200
"4754","1",A,475300
"4755","1",A,475400
"4756","1",A,475500
"4757","1",A,475600
"4758","1",A,475700
"4759","1",A,475800
"4760","1",A,475900
"4761","1",A,476000
"4762","1",A,476100
"4763","1",A,476200
"4764","1",A,476300
"4765","1",A,476400
"4766","1",A,476500
"4767","1",A,476600
"4768","1",A,476700
"4769","1",A,476800
"4770","1",A,476900
"4771","1",A,477000
"4772","1",A,477100
"4773","1",A,477200
"4774","1",A,477300
"4775","1",A,477400
"4776","1",A,477500
"4777","1",A,477600
"4778","1",A,477700
"4779","1",A,477800
"4780","1",A,477900
"4781","1",A,478000
"4782","1",A,478100
"4783","1",A,478200
"4784","1",A,478300
"4785","1",A,478400
"4786","1",A,478500
"4787","1",A,478600
"4788","1",A,478700
"4789","1",A,478800
"4790","1",A,478900
"4791","1",A,479000
"4792","1",A,479100
"4793","1",A,479200
"4794","1",A,479300
"4795","1",A,479400
"4796","1",A,479500
"4797","1",A,479600
"4798","1",A,479700
"4799","1",A,479800
"4800","1",A,479900
"4801","1",A,480000
"4802","1",A,480100
"4803","1",A,480200
"4804","1",A,480300
"4805","1",A,480400
"4806","1",A,480500
"4807","1",A,480600
"4808","1",A,480700
"4809","1",A,480800
"4810","1",A,480900
"4811","1",A,481000
"4812","1",A,481100
"4813","1",A,481200
"4814","1",A,481300
"4815","1",A,481400
"4816","1",A,481500
"4817","1",A,481600
"4818","1",A,481700
"4819","1",A,481800
"4820","1",A,481900
"4821","1",A,482000
"4822","1",A,482100
"4823","1",A,482200
"4824","1",A,482300
"4825","1",A,482400
"4826","1",A,482500
"4827","1",A,482600
"4828","1",A,482700
"4829","1",A,482800
"4830","1",A,482900
"4831","1",A,483000
"4832","1",A,483100
"4833","1",A,483200
"4834","1",A,483300
"4835","1",A,483400
"4836","1",A,483500
"4837","1",A,483600
"4838","1",A,483700
"4839","1",A,483800
"4840","1",A,483900
"4841","1",A,484000
"4842","1",A,484100
"4843","1",A,484200
"4844","1",A,484300
"4845","1",A,484400
"4846","1",A,484500
"4847","1",A,484600
"4848","1",A,484700
"4849","1",A,484800
"4850","1",A,484900
"4851","1",A,485000
"4852","1",A,485100
"4853","1",A,485200
"4854","1",A,485300
"4855","1",A,485400
"4856","1",A,485500
"4857","1",A,485600
"4858","1",A,485700
"4859","1",A,485800
"4860","1",A,485900
"4861","1",A,486000
"4862","1",A,486100
"4863","1",A,486200
"4864","1",A,486300
"4865","1",A,486400
"4866","1",A,486500
"4867","1",A,486600
"4868","1",A,486700
"4869","1",A,486800
"4870","1",A,486900
"4871","1",A,487000
"4872","1",A,487100
"4873","1",A,487200
"4874","1",A,487300
"4875","1",A,487400
"4876","1",A,487500
"4877","1",A,487600
"4878","1",A,487700
"4879","1",A,487800
"4880","1",A,487900
"4881","1",A,488000
"4882","1",A,488100
"4883","1",A,488200
"4884","1",A,488300
"4885","1",A,488400
"4886","1",A,488500
"4887","1",A,488600
"4888","1",A,488700
"4889","1",A,488800
"4890","1",A,488900
"4891","1",A,489000
"4892","1",A,489100
"4893","1",A,489200
"4894","1",A,489300
"4895","1",A,489400
"4896","1",A,489500
"4897","1",A,489600
"4898","1",A,489700
"4899","1",A,489800
"4900","1",A,489900
"4901","1",A,490000
"4902","1",A,490100
"4903","1",A,490200
"4904","1",A,490300
"4905","1",A,490400
"4906","1",A,490500
"4907","1",A,490600
"4908","1",A,490700
"4909","1",A,490800
"4910","1",A,490900
"4911","1",A,491000
"4912","1",A,491100
"4913","1",A,491200
"4914","1",A,491300
"4915","1",A,491400
"4916","1",A,491500
"4917","1",A,491600
"4918","1",A,491700
"4919","1",A,491800
"4920","1",A,491900
"4921","1",A,492000
"4922","1",A,492100
"4923","1",A,492200
"4924","1",A,492300
"4925","1",A,492400
"4926","1",A,492500
"4927","1",A,492600
"4928","1",A,492700
"4929","1",A,492800
"4930","1",A,492900
"4931","1",A,493000
"4932","1",A,493100
"4933","1",A,493200
"4934","1",A,493300
"4935","1",A,493400
"4936","1",A,493500
"4937","1",A,493600
"4938","1",A,493700
"4939","1",A,493800
"4940","1",A,493900
"4941","1",A,494000
"4942","1",A,494100
"4943","1",A,494200
"4944","1",A,494300
"4945","1",A,494400
"4946","1",A,494500
"4947","1",A,494600
"4948","1",A,494700
"4949","1",A,494800
"4950","1",A,494900
"4951","1",A,495000
"4952","1",A,495100
"4953","1",A,495200
"4954","1",A,495300
"4955","1",A,495400
"4956","1",A,495500
"4957","1",A,495600
"4958","1",A,495700
"4959","1",A,495800
"4960","1",A,495900
"4961","1",A,496000
"4962","1",A,496100
"4963","1",A,496200
"4964","1",A,496300
"4965","1",A,496400
"4966","1",A,496500
"4967","1",A,496600
"4968","1",A,496700
"4969","1",A,496800
"4970","1",A,496900
"4971","1",A,497000
"4972","1",A,497100
"4973","1",A,497200
"4974","1",A,497300
"4975","1",A,497400
"4976","1",A,497500
"4977","1",A,497600
"4978","1",A,497700
"4979","1",A,497800
"4980","1",A,497900
"4981","1",A,498000
"4982","1",A,498100
"4983","1",A,498200
"4984","1",A,498300
"4985","1",A,498400
"4986","1",A,498500
"4987","1",A,498600
"4988","1",A,498700
"4989","1",A,498800
"4990","1",A,498900
"4991","1",A,499000
"4992","1",A,499100
"4993","1",A,499200
"4994","1",A,499300
"4995","1",A,499400
"4996","1",A,499500
"4997","1",A,499600
"4998","1",A,499700
"4999","1",A,499800
"5000","1",A,499900
"5001","1",A,500000
"5002","1",A,500100
"5003","1",A,500200
"5004","1",A,500300
"5005","1",A,500400
"5006","1",A,500500
"5007","1",A,500600
"5008","1",A,500700
"5009","1",A,500800
"5010","1",A,500900
"5011","1",A,501000
"5012","1",A,501100
"5013","1",A,501200
"5014","1",A,501300
"5015","1",A,501400
"5016","1",A,501500
"5017","1",A,501600
"5018","1",A,501700
"5019","1",A,501800
"5020","1",A,501900
"5021","1",A,502000
"5022","1",A,502100
"5023","1",A,502200
"5024","1",A,502300
"5025","1",A,502400
"5026","1",A,502500
"5027","1",A,502600
"5028","1",A,502700
"5029","1",A,502800
"5030","1",A,502900
"5031","1",A,503000
"5032","1",A,503100
"5033","1",A,503200
"5034","1",A,503300
"5035","1",A,503400
"5036","1",A,503500
"5037","1",A,503600
"5038","1",A,503700
"5039","1",A,503800
"5040","1",A,503900
"5041","1",A,504000
"5042","1",A,504100
"5043","1",A,504200
"5044","1",A,504300
"5045","1",A,504400
"5046","1",A,504500
"5047","1",A,504600
"5048","1",A,504700
"5049","1",A,504800
"5050","1",A,504900
"5051","1",A,505000
"5052","1",A,505100
"5053","1",A,505200
"5054","1",A,505300
"5055","1",A,505400
"5056","1",A,505500
"5057","1",A,505600
"5058","1",A,505700
"5059","1",A,505800
"5060","1",A,505900
"5061","1",A,506000
"5062","1",A,506100
"5063","1",A,506200
"5064","1",A,506300
"5065","1",A,506400
"5066","1",A,506500
"5067","1",A,506600
"5068","1",A,506700
"5069","1",A,506800
"5070","1",A,506900
"5071","1",A,507000
"5072","1",A,507100
"5073","1",A,507200
"5074","1",A,507300
"5075","1",A,507400
"5076","1",A,507500
"5077","1",A,507600
"5078","1",A,507700
"5079","1",A,507800
"5080","1",A,507900
"5081","1",A,508000
"5082","1",A,508100
"5083","1",A,508200
"5084","1",A,508300
"5085","1",A,508400
"5086","1",A,508500
"5087","1",A,508600
"5088","1",A,508700
"5089","1",A,508800
"5090","1",A,508900
"5091","1",A,509000
"5092","1",A,509100
"5093","1",A,509200
"5094","1",A,509300
"5095","1",A,509400
"5096","1",A,509500
"5097","1",A,509600
"5098","1",A,509700
"5099","1",A,509800
"5100","1",A,509900
"5101","1",A,510000
"5102","1",A,510100
"5103","1",A,510200
"5104","1",A,510300
"5105","1",A,510400
"5106","1",A,510500
"5107","1",A,510600
"5108","1",A,510700
"5109","1",A,510800
"5110","1",A,510900
"5111","1",A,511000
"5112","1",A,511100
"5113","1",A,511200
"5114","1",A,511300
"5115","1",A,511400
"5116","1",A,511500
"5117","1",A,511600
"5118","1",A,511700
"5119","1",A,511800
"5120","1",A,511900
